Titulo del libro;Autor;Subtitulo del libro;Ejemplares disponibles;Edicion;Año publicacion
Resoluciones Técnicas vigentes.;sin informacion;sin informacion;4;1a ;2017
Calculo 1 de una variable.;Larson, Ron;sin informacion;3;9na ;2010
Calculo de una variable.;Rogawski, Jon;sin informacion;3;2da ;2012
Algebra y trigonometría.;Sullivan, Michael;sin informacion;3;9na ;2013
200 modelos de curriculum.;Alles, Martha Alicia;sin informacion;3;2da. ;2008
Balances  ;Orieta, Mariel R.;Guia practica para su presentacion.;2;2da ;2013
Constitucion de la Nacion Argentina  ;Sagues, Néstor Pedro;Texto oficial de 1853 con alas reformas de 1860,1866,1898,1957 y 1994 ordenado por ley 24.430.;5;11a ;2016
Potestad tributaria inherente municipal.;Dalla Lasta, Guillermo;sin informacion;1;sin informacion;2016
Garantias procesales en el derecho tributario.;Sequeira, Marcos Alberto;sin informacion;2;2da ;2007
Estrategias e innovación en la enseñanza de la administración.;sin informacion;sin informacion;10;sin informacion;2016
Calculo de una variable.;Thomas, George B;sin informacion;2;12a ;2010
Desarrollo del talento humano  ;Alles, Martha Alicia;basado en competencias.;3;2da ;2014
Resoluciones técnicas comentadas de contabilidad  ;Gelso, Aldo;Interpretaciones. Legislación - Análisis - Casos prácticos.;3;sin informacion;2014
Impuestos a las ganancias y a la ganancia minima presunta  ;Grenabuena, Silvia R;Sociedades.Análisis integral.;2;11a ;2017
Dirección estratégica de Recursos Humanos  ;Alles, Martha Alicia;gestión por competencias.;2;3ra.;2015
Cálculo  ;Thomas, George B;varias variables.;3;12da.;2010
Contabilidad introductoria.;Senderovich, Isaac Aizik;sin informacion;1;1ra.;2011
Posgrado de especialización tributaria para el MERCOSUR  ;sin informacion;monografías 1999.;1;1ra.;1999
Anuario estadísticas tributarias  ;sin informacion;2015.;2;1ra.;2016
Anuario estadísticas tributarias  ;sin informacion;2016.;2;1ra.;2017
Sector Público  ;sin informacion;área 6.;1;1ra.;1998
Temas elementales de procedimiento tributario  ;Rueda, Eliseo;con las modificaciones de la Ley N° 27430.;4;sin informacion;2018
"Premio 2015 para jóvenes profesionales ""Dr.Dino Jarach""";sin informacion;sin informacion;2;1ra.;2015
Articulación Universidad-Escuela Media  ;Pugliese, Juan Carlos;acciones del programa.;1;1ra.;2005
Panorama de la inserción internacional de América Latina y el caribe  ;sin informacion;tendencias 2008.;1;1ra.;2008
Estudios técnicos y matemáticos.;Reyes Gainza, Guillermo Javier;sin informacion;1;1ra.;[19--]
Inversiones financieras  ;García Boza, Juan;selección de carteras.;4;1ra.;2013
Análiss cuantitativo de BONOS.;Lopez Dumrauf, Guillermo;sin informacion;4;1ra.;2014
Inflation targeting and financial stability  ;Agenor, Pierre Richard;a perspective from the developing world.;1;1ra.;[199-]
La cuestión ferroviaria en la Argentina.;Muller, Alberto;sin informacion;1;1ra.;2018
El régimen de capitalización a 9 años de la reforma previsional  ;sin informacion;1994-2003.;1;1ra.;2003
El régimen de capitalización a 10 años de la reforma previsional  ;sin informacion;1994-2004.;1;1ra.;2004
El régimen de capitalización a 12 años de la reforma previsional  ;sin informacion;1994-2003.;1;1ra.;2006
Finanzas públicas.;Caplan, Benedicto;sin informacion;1;1ra.;1955
Nuevos escenarios para pensar la Educación Superior.;Rojas Mix, Miguel;sin informacion;1;1ra.;2010
La libertad creadora  ;Noya, Julio Cesar;una incursión al mundo de las ideas.;1;1ra.;1995
La supervivencia hoy  ;García Settembrino, Zulema;roles técnico-administrativos de la conducción.;1;1ra.;1997
La supervivencia hoy  ;García Settembrino, Zulema;supervisión pedagógica ;1;1ra.;1997
Doctrina penal tributaria y económica.;Gómez, Teresa;sin informacion;1;1ra.;2015
Doctrina penal tributaria y económica.;Gómez, Teresa;sin informacion;1;1ra.;2015
Educación  ;Cobos, Julio César Cleto;el único camino.;1;1ra.;2011
Fallos de la Corte Suprema de Justicia de la Nación.;sin informacion;sin informacion;1;1ra.;2011
La mujer y el niño en la provincia de Jujuy.;Batallanos De Sadir, Liliana G.;sin informacion;1;1ra.;2005
Curso de Microsoft Works 2.0  ;sin informacion;avanzado.;1;1ra.;1993
Objetivos de desarrollo del milenio  ;sin informacion;informe de provincias 2009.;1;1ra.;2009
Simposio nacional de profesores de Práctica Profesional.;sin informacion;sin informacion;1;1ra.;2015
Lo normativo y lo descriptivo y su conflicto en las praxiologías  ;Pavesi, Pedro F.J.;el caso de las teorías de la utilidad (de predicadores y pecadores);1;1ra.;2005
sin informacion;sin informacion;sin informacion;1;1ra.;1994
La industria Argentina de alimentos y bebidas.;sin informacion;sin informacion;1;2da.;1996
Seminario Transporte y Organización Territorial.;sin informacion;sin informacion;1;1ra.;1993
Censo Nacional de Población, Hogares y Viviendas 2010  ;sin informacion;censo del Bicentenario.;1;1ra.;2012
Censo Nacional de Población, Hogares y Viviendas 2010  ;sin informacion;censo del Bicentenario.;1;1ra.;2012
Primer concurso de trabajos sobre doctrina e investigación contables.;sin informacion;sin informacion;1;1ra.;1998
Historia del Instituto de Geología y Minería  ;Alcalde, José Andrés;(1946-2014);2;1ra.;2014
Ponencias  ;sin informacion;área técnica pedagógica y de investigación.;1;1ra.;2014
El hombre light  ;Rojas, Enrique;una vida sin valores.;1;8va.;1995
Estrés, vida y padecimiento humano.;Grosse, Alejo;sin informacion;1;1ra.;1994
Anuario 2001  ;sin informacion;publicaciones de trabajos docentes.;1;1ra.;2002
Anuario 2002  ;sin informacion;publicaciones de trabajos docentes.;1;1ra.;2003
Manual de proyectos de desarrollo económico.;sin informacion;sin informacion;1;1ra.;1958
Estadísticas de las empresas del MOSP.;sin informacion;sin informacion;1;1ra.;1983
La Caja - 100 años  ;sin informacion;vieja y cordobesa.;4;1ra.;2013
Universidad Nacional de Tucumán.;sin informacion;sin informacion;1;1ra.;2004
Ajuste por inflación  ;Casal, Armando Miguel;doctrina.;3;1ra.;2018
Resoluciones técnicas vigentes.;sin informacion;sin informacion;3;1ra.;2019
Monotributo.;sin informacion;sin informacion;3;1ra.;2019
Impuesto al valor agregado.;sin informacion;sin informacion;1;1ra.;2019
Ganancias bienes personales  ;sin informacion;ganancia mínima presunta.;3;1ra.;2019
Procedimiento Fiscal y Administrativo.;sin informacion;sin informacion;3;1ra.;2019
Leyes Laborales y Previsionales  ;Parada, José Antonio;compendio de legislación.;3;1ra.;2019
Administración de producción y operaciones  ;Chase, Ricard B.;manufactura y servicios.;1;8va.;2000
Procedimiento fiscal  ;Celdeiro, Ernesto Carlos;version 1.4.;2;1ra.;2006
RT 4 a 19.;sin informacion;sin informacion;2;1ra.;2002
Finanzas corporativas  ;Brigman, Eugene F.;enfoque central.;1;1ra.;2016
Principios de contabilidad de costos.;Vanderbeck, Edward J.;sin informacion;1;17ma.;2017
Mercado lácteo  ;Varela, Daniel;una cadena de valor al futuro.;1;1ra.;2011
Gestión de PyMEs hotelera  ;Saucedo, Raúl;herramientas de organización y gestión para Pequeñas y Medianas Empresas en Alojamiento.;1;1ra.;2017
Contabilidad y presupuesto en la Administración Pública.;Gurruchaga, Ángel;sin informacion;1;1ra.;2013
Costos y presupuestos de comercio exterior.;Delzart, Jorge O;sin informacion;1;1ra.;2013
Guía práctica para el contador.;Rapisarda, Mario Juan;sin informacion;3;7ma.;2019
Contadores públicos  ;Lavalle, Silvina;auxiliares de la justicia.;1;1ra.;2012
La economía social y solidaria en la Historia de América Latina y el Caribe  ;Mutuberria Lazarini, Valeria;cooperativismo, desarrollo comunitario y Estado.;2;1ra.;2015
La economía social y solidaria en la Historia de América Latina y el Caribe  ;Mutuberria Lazarini, Valeria;cooperativismo, desarrollo comunitario y Estado.;2;1ra.;2015
Jujuy en su encrucijada  ;sin informacion;recorridos socio-económicos de la provincia.;2;1ra.;2018
Pobreza y desigualdad en América  ;Gasparini, Leonardo;conceptos, herramientas y aplicaciones.;1;1ra.;2012
Introducción a la economía  ;Barros De Castro, Antonio;enfoque estructuralista.;1;10ma.;1973
Macroeconomía.;Ames, Edward;sin informacion;1;1ra.;1972
Macroeconomía básica.;Lindsey, David;sin informacion;1;1ra.;1976
Ensayos sobre teoría monetaria.;Robertson, Dennis H.;sin informacion;1;2da.;1956
Las fronteras del conocimiento económico.;Burns, Arthur F;sin informacion;1;1ra.;1960
Sistema nacional de economía pólítica.;List, Friedrich;sin informacion;1;3ra.;1955
La economía en 1962.;Mayor Mayor, Pedro;sin informacion;1;1ra.;1963
Sistemas bancarios.;Haggott Beckhart, Benjamín;sin informacion;1;1ra.;1958
La economía en 1960.;Mayor Mayor, Pedro;sin informacion;1;1ra.;1961
Curso de economía moderna  ;Samuelson, Paul Anthony;Una descripción analítica de la realidad económica.;1;8va.;1960
Teoría económica.;Schneider, Erich;sin informacion;1;1ra.;1964
Política económica de los paises subdesarrollados.;Marrama, Vittorio;sin informacion;1;1ra.;1961
Análisis matemático para economistas.;Allen, R.G.D.;sin informacion;1;4ta.;1959
Modelos económicos.;Beach, E.F.;sin informacion;1;1ra.;1961
Los costes y la política de precios.;Pedersen, H.Winding;sin informacion;1;2da.;1958
Principios de política económica.;sin informacion;sin informacion;1;1ra.;1963
Capitalismo, socialismo y democracia.;Schumpeter, Joseph Alois;sin informacion;1;1ra.;1996
Sobre liberalismo y capitalismo.;Mises, Ludwing Von;sin informacion;1;1ra.;1996
Economía moderna  ;Cox, Simon;características, hechos y protagonistas.;1;1ra.;2008
Impuesto al valor agregado  ;Fenochietto, Ricardo;análisis económico, técnico y jurídico.;1;1ra.;2001
Apuntes sobre factibilidad económica.;Gamoneda, Ramón G.;sin informacion;1;1ra.;1973
La economía política del crecimiento.;Baran, Paul A;sin informacion;1;1ra.;1959
Nuevas direcciones en el financiamiento de la Educación Superior  ;Delfino, José A;modelos de asignación del aporte público.;1;1ra.;1998
Y que de los 16 lustros?  ;Milanta, Atilio;y que de la media centuria de docencia universitaria?;1;1ra.;2006
Experiencias innovadoras en investigación aplicada.;Peñaranda, Noelia Vanesa;sin informacion;3;1ra.;2012
Cálculo diferencial e integral.;Aguilar Márquez, Arturo;sin informacion;3;4ta.;2016
Mi salario  ;Hidalgo, Bernardo;cómo calcularlo y negociarlo con éxito.;1;1ra.;2014
Economía financiera.;Marín, José M;sin informacion;4;1ra.;2011
Remuneraciones e indemnizaciones  ;Sirena, José Luis;liquidaciones.;1;13ra.;2018
Modelos de contratos, telegramas y notas.;Sirena, José Luis;sin informacion;1;8va.;2017
Sociedades de responsabilidad limitada.;Sirena, José Luis;sin informacion;1;4ta.;2016
Sociedades anónimas.;Perciavalle, Marcelo Luis;sin informacion;1;4ta.;2017
Autónomos.;Sirena, José Luis;sin informacion;1;2da.;2012
Quiebras.;Crespin, Marina;sin informacion;1;2da.;2014
Construcción  ;Balan, Osvaldo;IVA, ganancias, ITI, ingresos brutos, fideicomisos.;1;3ra.;2013
Viajantes de comercio.;Franzone, María Elena;sin informacion;1;1ra.;2008
Docentes de enseñanza privada.;Ferraro, Leonardo P;sin informacion;1;1ra.;2003
Fusión & escisión.;Mantovan, Flavio A.;sin informacion;1;2da.;2015
Auditoría.;Laguia, Ana Carolina;sin informacion;1;3ra.;2018
Ajuste por inflación.;Mantovan, Flavio A;sin informacion;1;1ra.;2019
Consultas frecuentes  ;sin informacion;orientación profesional.;1;10ma.;2016
Construcción  ;Sirena, José Luis;régimen laboral.;1;8va.;2019
Turismo  ;Campastro, Miriam Cristina;IVA, ganancias,  ingresos brutos.;1;2da.;2017
Personal de casas particulares (ex servicio doméstico);Sirena, José Luis;sin informacion;1;2da.;2015
Remuneraciones  ;Sirena, José Luis;retenciones de 4ta. categoría.;1;4ta.;2017
Procedimiento tributario ante la AFIP.;Lobera, Elizabeth R;sin informacion;1;8va.;2018
Monotributo.;Bavera, María Josefina;sin informacion;1;6ta.;2010
Mi primer balance.;Mantovan, Flavio A;sin informacion;1;3ra.;2018
Guía práctica para el liquidador de sueldos.;Userpater, Mirta Noemí;sin informacion;1;3ra.;2019
Práctica societaria.;Perciavalle, Marcelo Luis;sin informacion;1;3ra.;2018
Facturación & registración.;Campastro, Miriam Cristina;sin informacion;1;3ra.;2018
Formalidades del comercio de granos.;Campana, Ariel F.;sin informacion;1;4ta.;2016
Estadísticas tributarias  ;sin informacion;anuario 2014.;1;1ra.;2015
Crecimiento económico en los Estados Unidos  ;Slichter, Sumner H.;su historia, problemas y perspectivas.;1;ra.;1965
Historia económica de la argentina  ;Ortiz, Ricardo M.;1850-1930. Tomo I.;1;1ra.;1955
Teorías de la administración ;Silva, Reinaldo Oliveira da;sin informacion;1;1ra.;2002
Macroeconomía avanzada;Romer, David;sin informacion;1;2da.;2002
Daños al contrato por terceros;Zurueta, Mariano R;lesión al crédito por personas ajenas a la relación;1;1ra.;2021
La economía argentina hoy ;Lascano, Marcelo R;un análisis riguroso de un país en crisis;1;1ra.;2001
Análisis de estados financieros ;Lamattina, Oscar Edmundo;un enfoque integral;1;3ra.ed;2018
Hacia el Plan Fénix ;sin informacion;una alternativa económica;1;1ra.;2001
Sistemas de información contable II;Casas, Aníbal;sin informacion;1;sin informacion;2000
Introducción a los sistemas de bases de datos;Date, C. J.;sin informacion;1;7ma.;2001
"Los microprocesadores INTEL ;";Brey, Barry B;arquitectura, programacón e interfaz de los procesadores 8086/8088, 80186/80188, 80286, 80386, 80486 Pentium, Pentium Pro y Pentium II;1;5ta.;2001
Macroeconomía ;Froyen, Richard T;teorías y políticas;1;4ta.;1995
Microeconomía intermedia ;Varian, Hal R;un enfoque actual;1;5ta.;1999
Principles of microeconomics;Hess, Peter N;an analytical approach;1;1ra.;1993
Estrategias de crecimiento;sin informacion;sin informacion;1;1ra.;2004
Marketing;Hisrich, Robert D;sin informacion;1;1ra.;1990
Estado, sociedad y economía en la Argentina ;Girbal-Blacha, Noemí M;(1930-1997);1;1ra.;2001
Fluctuaciones cíclicas de la economía jujeña;Martínez, Ricardo Gabriel;sin informacion;4;1ra.;2012
Administración financiera de empresas;Weston, J. Fred;sin informacion;1;2da.;1973
Títulos de cédito ;Escuti, Ignacio A;letra de cambio, pagaré y cheques;1;1ra.;1985
Proyectos turísticos ;Hernández Díaz, Edgar Alfonso;formulación y evaluación;1;2da.;2016
Manual de investigación de mercados turísticos;López Bonilla, Jesús Manuel;sin informacion;1;1ra.;2020
Sistemas contables ;Pahlen Acuña, Ricardo J. M;respuestas concretas a preguntas básicas;1;1ra.;2020
Compendio de legislación del trabajo y de la seguridad social;sin informacion;sin informacion;1;1ra.;c2010
Manual de estudio del derecho del trabajo y de la seguridad social;Pfister Puch, Arturo;sin informacion;1;1ra.;2021
Infracciones y sanciones tributarias ;Ambieni, Valeria Virginia;análisis práctico;1;1ra.;c2006
Cooperativas, mutuales y fundaciones;sin informacion;sin informacion;1;1ra.;c2002
Impuesto al Valor Agregado;sin informacion;sin informacion;1;1ra.;2016
Facturación y registración;sin informacion;sin informacion;1;1ra.;2006
Formulacion y evaluación de proyectos de inversión;Carbonell Valdivia, Juan;sin informacion;1;1ra.;2015
Tratado de organización costos y balances ;Cholvis, Francisco;análisis de estados económicos y financieros;3;8va.;1978
Anuario estadístico 2019 ;sin informacion;provincia de Jujuy;1;1ra.;2019
Malvinas en primera persona;Ballatore, Laura del Valle;sin informacion;1;1ra.;2017
Desarrollo económico y desarrollo político;Jaguaribe, Hélio;sin informacion;1;1ra.;c1964
Estructuras matemáticas finitas.;Kemeny, John G;sin informacion;1;2da.;1959
Ley de Sociedades Comerciales ;sin informacion;texto actualizado al 15/01/2001;1;1ra.ed;2001
Ganancias, bienes personales, ganancia mínima presunta.;sin informacion;sin informacion;1;9na.;2005
Impuesto al Valor Agregado ;sin informacion;versión 2.3;1;1ra.;2002
Informe anual de la situación de la soberanía alimentaria en Argentina;sin informacion;sin informacion;1;1ra.;2022
Anuario Estadístico 2021 ;sin informacion;provincia de Jujuy;1;1ra.;2021
La auditoría contable a través de sus casos prácticos;Abrevaya, Martha;sin informacion;1;1ra.;1976
Manual práctico del contador y de la empresa;Lema, Andrés E;sin informacion;1;2da.;1978
Elementos de contabilidad;Pyle, William W;sin informacion;1;2a ;1976
La gestión presupuestaria;Matossian, Pablo D;sin informacion;1;1ra.;1975
El contralor externo de la hacienda ;Mazzocco, Ángel Raúl;régimen del Tribunal de Cuentas en la Legislación Comparada Nacional, Provicnial y Extranjera;1;1ra.;1969
