LISTADO DE LIBROS DE LA BIBLIOTECA DE LA FACULTAD DE CIENCIAS ECONOMICAS		
Autor	Titulo de libro	Cant Ejemplar
	Educación cívica 2.	3
Vázquez de Fernández, Silvia	Historia 1 :	1
Bardey, E	Problemas de aritmética y álgebra.	1
Alonso, Ricardo N	Minería y medio ambiente.	2
Giardinelli, Mempo	Cuentos para seguir creciendo :	4
Costello, Moisés Norberto	Los Ramales C15-C16 y el Ramal Salto-Jujeño.	1
	Minería de Salta :	2
Maercks, Josef	Mecánica aplicada al laboreo de minas.	3
Grinberg, Miguel	Ecología cotidiana :	1
Valdez, Eduardo	Diccionario inglés/español - español/inglés.	1
Bustinza, Juan Antonio	Historia 3 :	1
Bustinza, Juan Antonio	Historia 3 :	1
Bagnoli, Omar H	Historia 2 :	2
Bustinza, Juan Antonio	Historia 1 :	1
Drago, Alfredo L	Educación cívica.	1
Comas, R	Dibujo técnico.	1
Roldán, Waldemar Axel	Cultura musical I.	1
	Anuario 99-03 de estadísticas universitarias.	1
	Manual de perforación y voladura de rocas.	1
Cibotti, Ema	Ciencias sociales 7 :	1
	Historia :	2
	Historia del mundo contemporáneo.	6
Vattuone, Lucy F. de	Biología :	1
Zarur, Pedro	Biología 2 :	1
Fadel, José M	Manual de primeros auxilios y medicamentos en la naturaleza.	1
Lobosco, Orlando Silvio	Selección y aplicación de motores eléctricos.	1
Cosmelli Ibañez, José	Historia 3 :	5
Llado, Juan B	Historia :	3
	Cuentos para seguir creciendo :	3
Pérez Aguilar, Graciela Elsa	Lengua y literatura 2.	3
Pérez Aguilar, Graciela Elsa	Lengua y literatura 1.	3
Cabrera, Emanuel S	Aritmética práctica.	1
Bogani, Ana María	Matemática 1.	2
	Constitución de la Nación Argentina :	1
	Comprensión lectora :	1
Amigo, Roberto	Culturas y estéticas contemporáneas.	1
	Elaboración del petróleo :	1
	Instalaciones eléctricas :	1
	Instalaciones eléctricas :	1
	Instalaciones eléctricas :	1
Collo, José	Análisis matemático.	1
Sithole, Ndabaningi	El reto de Africa.	1
	Reglamento de hándbol.	1
	Reglamento de vóleibol :	1
	Reglamento de vóleibol.	2
	Reglamento de tenis de mesa.	1
	Reglamento de básquetbol :	2
	Reglamento de vóleibol :	1
Richter, H. P	Manual práctico del instalador electricista.	1
	Reglamento de hándbal :	1
	Reglamento de hándbal :	1
	Reglamento de hándbal :	1
	Reglamento de hándbal :	3
Ebelo, Alfredo	La Pampa.	1
Bullrich, Silvina	La creciente.	1
Susann, Jacquelina	Dolores.	1
Bromhead, M. A	Life in Modern America.	1
Bazzoni, Charles B	Energy and Matter :	1
Sánchez Vázquez, Adolfo	Etica.	1
Villafañe, Benjamín	Las mujeres de antaño.	1
	Manual de normas para dibujo técnico :	1
Accame, Jorge	Teatro 2 :	1
Stettbacher, A	Pólvoras y explosivos :	1
	Geografía :	1
Lanuza, José Luis	El humorismo en la literatura argentina.	1
Tommasini, Gabriel	Los indios ocloyas y sus doctrineros en el siglo XVII.	1
Vergara, Miguel Ángel	Historia de la institución hospitalaria de Jujuy.	2
Mazzocchi, L	Cales y cementos.	1
Díaz Villalba, Ernesto	El Alzao :	1
Valdez, Armando Palacio	La hermana San Sulpicio.	1
Roxlo, Conrado Nalé	La cola de la sirena.	1
Dávalos, Juan Carlos	Cuentos y relatos del Norte Argentino.	1
Gálvez, Manuel	El Gaucho de los Cerrillos.	1
Molina de Cogorno, Graciela Elsa	Castellano :	1
Borges, Jorge Luis	Cuentos breves y extraordinarios.	1
Bernárdez, Francisco Luis	Antología poética.	1
	Antología de literatura fantástica argentina :	1
Tolstoi, León N	La muerte de Iván Ilich.	1
Mcculler, Carson	El corazón es un cazador solitario.	1
Crane, Stephen	La roja insignia del coraje.	1
Shakespeare, William	Hamlet :	1
Molina de Cogorno, Graciela Elsa	Castellano :	1
Tajani, Miguel M	Aritmética-álgebra :	2
Montier, Edward	Hacia el amor.	1
Ruiz, Fermín R	Historia del petróleo argentino.	1
	Robin Hood.	1
Niklison, José Elías	Los tobas.	1
Médici, Héctor J	Matemática :	2
Holmberg, Eduardo Alejandro	Investigación agrícola en la Provincia de Jujuy.	2
Storni, Julio S	Hortus Guaranensis :	1
Capdevila, Arturo	El libro de la noche.	1
Denevi, Marco	Hierba del cielo.	1
Vega, Lope de	"La dama boba; La niña de plata."	1
Byron, George Gordon Byron	"El corsario ; Lara ;El sitio de Corinto ; Mazeppa."	1
Buxan, Alfredo	Las Ascuas de la leña combatida.	1
Bécquer, Gustavo Adolfo	La cruz del diablo :	8
Chang, Raymond	Química.	1
Pomerol, Charles	Las rocas metamórficas.	1
Gini Lacorte, Carlos	Curso de química industrial :	1
Camacho, Horacio H	Invertebrados fósiles.	2
Ángelelli, Víctorio	Los minerales de Uranio :	1
Ahlfeld, Federico	Los Yacimientos Minerales de Bolivia.	1
Heise, F	Leçons sur l'exploitation des mines :	1
Nechaev, I	Los elementos químicos.	1
Sverdrup, H. U	The oceans :	1
Heise, F	Leçons sur l'exploitation des Houillères.	1
Sánchez Reulet, Aníbal	Raíz y destino de la filosofía.	1
Fábrega, Pablo	Terrenos y fósiles característicos.	2
Staley, W. W	Mine plant desing.	1
	La energía.	1
Meinardi, Elsa	Biología.	1
Wurschmidt, José	Apuntes de física teórica.	1
Mallol, Emilio	Quemadores de petróleo :	1
Gaudin, A. M	Principles of mineral dressing.	1
	Blaster's Handbook :	1
Castro, Reynaldo	Con vida los llevaron :	4
Sobrevila, Marcelo Antonio	Instalaciones eléctricas.	1
Lello, Iván Gustavo	Enseñanza de la comunicación social :	1
Vigiani, Alberto R	Principales plagas y enfermedades de la papa andina :	1
Menendez, José Arcadio	Silencios del atardecer :	1
Pereira, Miguel Ángel	Los infinitos.	1
	Constitución de la Nación Argentina :	1
Basile, Clemente	Una guerra poco conocida.	2
Basile, Clemente	Una guerra poco conocida.	2
Wilde, Oscar	El fantasma de Canterville :	2
Comas, R	Dibujo técnico.	1
	Educación cívica :	4
Repetto, Celina H	Aritmética y álgebra.	1
Médici, Héctor J	Matemática :	1
Médici, Héctor J	Matemáticas :	1
Ramella, Pablo A	La Constitución al alcance de todos :	1
Martínez, Guillermo	Acerca de Roderer.	1
	Educación cívica 1.	3
Santalo, Luis A	Matemática 2 :	2
Seveso de Larotonda, Julia	Matemática 9 EGB 2o año.	5
Cortes, Graciela D. de	Matemática 3 :	1
Thumin Riedler, Leonardo	Sociedades de Responsabilidad Limitada.	1
Colacioppo, Vicente	Sociedades cooperativas.	1
Zorrilla, José	Don Juan Tenorio.	19
	Lazarillo de Tormes.	10
Polo, Marco	Viajes.	7
Stevenson, Robert Louis	Cuentos de los mares del sur.	10
Goethe, Johann Wolfgang von	Fausto.	12
Calderón de la Barca, Pedro	El Alcalde de Zalamea.	12
Vega, Lope de	La dama boba.	6
Quevedo, Francisco de	Historia de la vida del Buscón.	12
Wilde, Oscar	El fantasma de Canterville :	20
Ibsen, Henrik	"Casa de muñecas ; Juan Gabriel Borkman."	12
Swift, Jonathan	Los viajes de Gulliver.	11
Alcántara, Lidia E	Geometría I.	1
Merimee, Prosper	Carmen.	8
Fauring, Patricia	Olimpíada Matemática Argentina :	1
Defoe, Daniel	Aventuras de Robinson Crusoe :	10
Defoe, Daniel	Aventuras de Robinson Crusoe :	10
Santalo, Luis A	La geometría en la formación de profesores.	1
Fauring, Patricia	Olimpíada Matemática Rioplatense.	1
Becker, María Elena	Aritmética.	1
Fauring, Patricia	Problemas 18.	1
Jiménez, Juan Ramón	Platero y yo.	1
	Geografía argentina.	20
Echeverría, María Julia	Geografía :	5
Echeverría, María Julia	Geografía de la Argentina.	5
Roldán, Elisa	Decir amigo.	2
Connor, Mary	Mahatma Gandhi.	1
Saavedra, Arturo A	Efemérides argentinas.	1
London, Jack	The House of Mapuhi =	1
Wilde, Oscar	The Canterville Ghost =	1
Carrizo, Jesús María	La alimentación popular en el Noroeste Argentino :	1
Fanelli, Jorge	Hacia una didáctica interdisciplinaria.	1
	Derecho :	11
	Homenaje al cuarto centenario de la segunda fundación de la ciudad de la Trinidad y Puerto de Santa Maria de los Buenos Aires.	2
Davis, Raymond E	Topografía elemental.	1
Maiztegui, Alberto P	Introducción a la física 1.	1
Lorenzini, Horacio N	Geografía de la Argentina.	1
Martínez, Guillermo	Acerca de Roderer.	5
	Ciencias sociales 9 :	2
Laferrère, Gregorio de	Jettatore.	3
Andrés, Marina	Matemática 9 EGB.	1
Mujica Láinez, Manuel	Misteriosa Buenos Aires.	1
Ikeda, Daisaku	Una paz duradera.	1
	Rincón gaucho en la Escuela :	1
Grinbaum, Carolina de	Mariana de la Tierra.	2
Codesido, Ricardo	Semillas de cardos.	1
Cortes, Graciela D. de	Matemática 2 :	1
Bialet, Graciela	Si tu signo no es cáncer.	5
García Cánepa, Julio Cesar	Cultura musical I.	1
Frega, Ana Lucía	Cultura musical 1 :	1
Roldán, Waldemar Axel	Cultura musical II.	1
Bareilles, Oscar S	Cultura musical 3.	1
Bareilles, Oscar S	Cultura musical 2.	1
Groppa, Néstor	Indio de carga :	2
Villafañe, Benjamín	La encrucijada del desarrollo regional.	1
Berra, Francisco J	Talleres afines Moldeo :	1
Ernitz, Anatolio	Manual de explosivos industriales.	1
Dearden, John	La metalurgia al día.	1
	Prácticas de laboratorio para profesores de ciencias naturales de la escuela media.	1
Kaufmann, A	Métodos y modelos de la investigación de operaciones.	1
Postigo de De Bedia, Ana María	Pretéritos perfectos en la interacción verbal.	1
Médici, Héctor J	Aritmética práctica :	1
Odstrcil, Dora	Matemática :	5
Carrillo, Horacio	Tres novelas jujeñas.	1
Pereira, Miguel Ángel	"Olañeta ""El Empecinado"" :"	1
Terron De Bellomo, Herminia	Continuidad de la memoria :	1
Arrueta, Julio César	Sobresentidos :	1
Alvarado, Carlos Alberto	La lucha por la salud.	1
Quiroga, Susana	Mensajería.	1
Guerra, Damián	Espacio dramático y lengua regional :	1
Sierra e Iglesias, Jobino Pedro	Vida y Obra del Doctor Guillermo Cleland Paterson :	1
Dumas, Alexandre	La dama de las camelias :	20
Dumas, Alexandre	La dama de las camelias :	20
Benavídez de Albar Díaz, Mabel	Oro y plata en San Juan :	1
Murillo Madrigal, Alexandra	Manual de procedimientos para la implementación del programa Aguapey en bibliotecas escolares :	1
Bécquer, Gustavo Adolfo	Rimas y leyendas :	28
Bécquer, Gustavo Adolfo	Rimas y leyendas.	9
Bialet, Graciela	El jamón del sanguche.	8
Bradbury, Ray	Fahrenheit 451.	1
Alonso, Ricardo N	Historia geológica de Salta y reflexiones sobre los Andes :	2
Alonso, Ricardo N	Dinosaurios salteños y argentinos :	1
Poe, Edgar Allan	El escarabajo de oro.	1
Twain, Mark	Las aventuras de Tom Sawyer :	11
Twain, Mark	Las aventuras de Tom Sawyer :	11
Maiztegui, Alberto P	Elementos de física y química.	1
Bustinza, Juan Antonio	Historia 3 :	1
Fernández Serventi, Héctor	Química general e inorgánica.	1
González, Adrián R	Biología 4 :	1
Rossi, Floreal	Geografía de América y Antártida.	1
Pushkin, Aleksandr Sergeevich	"La hija del capitán ; La nevasca."	12
Parada, Ricardo	Higiene y seguridad en el trabajo :	1
Ricotti, Carmela	Cuentos mágicos y de costumbres.	1
Gogol, Nikolai Vasilievich	"Taras Bulba ; Nochebuena."	8
Irving, Washington	Cuentos de la Alhambra.	6
Juan de la Cruz	Obras escogidas	9
Ribeiro Da Luz, Antonio Máximo	Física general :	2
Arzeno, Mariana B	Ciencias Sociales 8.	1
Iglesias, María Patricia	Lengua 7 :	1
Ruse, Christina	New Oportunities :	1
Irving, Washington	Cuentos de la Alhambra.	9
Clemens, Stanley R	Geometría :	1
Poe, Edgar Allan	El escarabajo de oro :	1
	Animation Shop 1.0 :	1
Oros Cabello, José Luis	Flash CS3 :	1
Coletti, Daniel	"Hospital ""Pablo Soria"" y sus bodas de oro."	2
Dembo, A	Curso de anatomía y fisiología :	3
Vázquez de Fernández, Silvia	Desde la Prehistoria hasta el Medioevo.	6
Sogorb Sánchez, Miguel Ángel	Técnicas analíticas de contaminantes químicos.	2
Geissman, T. A	La química orgánica a través de ejercicios y problemas.	2
Bueche, F	Ciencias físicas.	2
Whitten, Kenneth W	Química.	3
Fraga, Norberto	Instrucción cívica :	5
Repetto, Celina H	Manual de análisis matemático.	1
Echeverría, María Julia	Geografía de la Argentina.	15
Constant, Marcelo	Un invencible amor.	1
Echeverría, María Julia	Geografía :	15
Esquembre, Francisco	Creación de simulaciones interactivas en Java :	2
Vergara de Bietti, Noemí	Payró, humorista de la tristeza.	1
Cruz, Enrique Normando	Historia de Jujuy :	1
Farina, Alberto Luis	Introducción a las instalaciones eléctricas de los inmuebles.	5
Roldán Viloria, José	Prontuario básico de electricidad.	5
Sobrevila, Marcelo Antonio	Instalaciones eléctricas.	5
Llano Lomas, Mercedes	Laboratorio de química general.	3
Mcmurry, John E	Química general.	2
Alcalde San Miguel, Pablo	Curso de electricidad general.	5
Weissermel, Klaus	Química orgánica industrial :	2
Calloni, Juan C	Curso básico de instalaciones eléctricas.	5
Martínez Domínguez, Fernando	Instalaciones eléctricas de alumbrado e industriales.	5
	Biología para pensar :	15
Basolo, Fred	Química de los compuestos de coordinación.	2
Raiter, Bárbara	Una historia para pensar :	8
	Geografía :	15
	Biología 1 :	15
	Geografía 2 :	15
Copello, Maitena G. de	Biología IV.	1
	Manual de Normas IRAM de Dibujo Técnico.	1
Maiztegui, Alberto P	Introducción a la física 1.	1
	Diccionario práctico Larousse :	1
	Cuentos para el primer nivel.	2
	Informática :	1
Bustinza, Juan Antonio	Historia precolombina, colonial y Argentina hasta 1820.	1
	Letras Jujeñas :	1
Accame, Jorge	Teatro 3 :	1
Hernández, José	"El gaucho Martín Fierro ; La vuelta de Martín Fierro."	1
Constant, Marcelo	Minería en la Puna de Jujuy 1885-1900.	1
	Historia universal 2 :	1
Dos Santos Lara, José Ángel	Anatomía y fisiología del sistema nervioso.	1
	Aristos diccionario ilustrado de la lengua española.	1
Campos, Agustina	Lengua 9 EGB3 :	5
Cano, Fernanda	Lengua 8 EGB3 :	4
	56a Fiesta Nacional de los Estudiantes y XXIII Congreso Nacional y Latinoamericano de la Juventud.	1
González, Enrique M	Panorama de la minería argentina 1992/2009.	2
Mcmurry, John E	Química orgánica.	1
	Memoria anual 2009/2010.	1
Almirón, Analía	Geografía :	16
Picchetti, Alberto	Estudio de las minas y minerales del estaño.	1
Fritschy, Blanca A	Manual de capacitación docente 2010 :	1
Armstrong, Thomas	Las inteligencias múltiples en el aula.	1
Alonso, Ricardo N	Historia de la minería de Salta y Jujuy :	1
Alonso, Ricardo N	Minería para no mineros.	9
	Enciclopedia hispánica.	1
Rueda, Jesús	Técnico en mecánica y electrónica automotriz.	1
Rueda, Jesús	Técnico en mecánica y electrónica automotriz.	1
Rueda, Jesús	Técnico en mecánica y electrónica automotriz.	1
Rueda, Luis	Técnico en mecánica y electrónica automotriz.	1
	Movimientos en masa en la región andina :	1
	Atlas de deformaciones cuaternarias de los Andes.	1
Alonso, Ricardo N	Los antiguos mineros.	1
Wade, L. G. Jr	Química orgánica.	2
	Adobe premiere :	1
Alteneder, Andreas	Qué hace un ordenador.	1
	Epson LX810L.	1
Keil, Heinrich	Microcomputadores.	2
	Computadora personal :	1
	Ordenamiento edilicio 2006/2010.	1
Forsythe, Alexandra	Lenguajes de diagramas de flujo.	1
Cobb, Sthephen	Aplique Quattro pro para Windows.	1
Jones, Edward	Aplique Fox Pro 2.5 para Windows.	1
	Manual conciso del usuario :	1
Walkenbach, John	El libro de Excel para Windows 95.	1
	Manual de informática práctica.	1
Wilde, Oscar	"El abanico de Windermere ; La importancia de llamarse Ernesto."	8
	Tres aventuras por el mundo del conocimiento :	8
	Leer x leer :	4
Poe, Edgar Allan	Los crímenes de la calle Morgue :	4
	Miradas sobre el mundo de la Matemática :	3
Delicado, Francisco	La lozana andaluza :	13
Rostand, Edmond	Cyrano de Bergerac :	13
Rostand, Edmond	Cyrano de Bergerac :	10
	Leer la Argentina Pampa :	4
	Leer la Argentina N.O.A. :	4
Bialet, Graciela	Leer la Argentina N.E.A. :	4
	Leer la Argentina Patagonia :	4
	Leer la Argentina Cuyo y Centro :	4
	Leer la Argentina Litoral :	4
	Leer la Argentina Capital Federal :	4
García Pelayo y Gross, Ramón	Larousse diccionario moderno English-Spanish.	1
	Tiempo libre, recreación y turismo.	1
	Informática, profesional y personal.	1
	Comunicación multimedial.	1
	Salud y ambiente.	1
Güiraldes, Ricardo	Don Segundo Sombra.	2
Fogwill, Rodolfo Enrique	Runa.	1
	Mayas, mitos y cultura :	1
	Aztecas :	1
	El cuenta cuentos.	2
Dumas, Alexandre	Los tres mosqueteros: inglés para todos.	1
Ayres, Frank	Teoría y problemas de cálculo diferencial e integral.	1
	Homenaje a la madre :	1
Ruse, Christina	Opportunities elementary :	1
Ruse, Christina	New Opportunities :	1
	Gestión organizacional.	1
	Construcciones.	1
	Equipos e instalaciones electromecánicas.	1
	Industrias de procesos.	1
	Electrónica.	1
	Agraria :	1
	Programación en Windows.	1
Lucas, Miguel	Cómo trabajar los sentimientos.	1
Bécquer, Gustavo Adolfo	Rimas y leyendas :	2
Jiménez, Juan Ramón	Platero y yo :	1
Poe, Edgar Allan	Cuentos de intriga y terror.	1
	Palabras para el alma :	1
Puig, Ignacio	Atlas de astronomía.	1
Shakespeare, William	"Otelo ; Romeo y Julieta."	1
Hernández, José	Martín Fierro.	1
Singer, Francisco L	Tratado de electricidad :	1
Singer, Francisco L	Tratado de electricidad :	1
Dembo, A	Seguridad e higiene industrial.	1
Pezzano, Pascual	Organos de unión :	1
Cañas, Nélida	Jaurías del alba.	1
Fiorotto, Andrés	Cómo armar una red :	1
Tanenbaum, Andrew S	Sistemas operativos :	1
	La Puna en poesía y prosa :	1
Valda, Rodolfo	Barrio Ciudad de Nieva.	1
Agustín, Santo	Confesiones.	1
Nicastro, Osvaldo Raúl	Tecnología constructiva de tierra cruda :	1
Coste, Tomás	Seguridad y antivirus :	1
Spaciux, Diego M	Windows XP al máximo :	1
Cypriano, Luiz Benedito	MS WORD 5.5.	1
	Programación en Windows.	1
	Programación en Windows.	1
	El mundo de la computación :	1
	Programación en Windows.	1
	El mundo de la computación :	1
	Programación en Windows.	1
	Programación en Windows.	1
	Programación en Windows.	1
	Managing and optimizing Informix Dynamic Server :	1
Coupland, Douglas	Microsiervos.	1
	Programas útiles para todos :	1
Hoffman, Paul	Microsoft Word 5 a su alcance.	1
Sánchez Serantes, Verónica	La PC por dentro :	1
Senn, James A	Análisis y diseño de sistemas de información.	1
Trotta, Beatriz A. E	Relaciones humanas.	1
	Diccionario de la lengua española.	1
Wills, Barry A	Wills Mineral processing technology :	1
	Diccionario enciclopédico ilustrado de la lengua castellana Vastus.	12
Sábato, Ernesto	El túnel :	1
	El mundo de la computación :	1
	El mundo de la computación :	1
Davis, William S	Sistemas operativos de la computación.	1
Zezinho,	El derecho de ser joven.	1
Mason, B. J	"Nubes, lluvia y ""lluvia artificial""."	1
Pla Ortiz De Urbina, Fernando	Fundamentos de laboreo de minas.	2
Verne, Julio	Cinco semanas en globo :	8
Castro, Reynaldo	Sin ustedes el mundo estaría al revés, periodistas.	1
Postigo de De Bedia, Ana María	Diccionario de latinismos y cultismos de origen latino en la administración pública.	1
	Ley de contrato de trabajo :	1
Lagos, Marcelo	A cien años del informe Bialet Masse :	1
Murillo, José	Silvestre y el hurón.	1
	Nuevo diccionario ilustrado de la lengua española.	1
	Introducción literaria III.	1
	Europa y Norteamérica en el siglo XIX :	1
